user,audio_file,valence,arousal
P4,Udio_calm_7_crop.wav,6,6
P4,StableAudio_scared_11_crop.wav,6,6
P4,Mustango_relaxed_5_crop.wav,1,2
P4,StableAudio_anxious_8_crop.wav,6,5
P4,Udio_happy_4_crop.wav,7,8
P5,MusicGen_energetic_4_crop.wav,8,9
P5,Udio_scared_1_crop.wav,7,5
P5,Suno_energetic_5_crop.wav,6,8
P5,Mustango_scared_4_crop.wav,3,9
P5,Mustango_calm_3_crop.wav,6,4
P5,AudioLDM2_calm_2_crop.wav,7,2
P5,Suno_tranquil_12_crop.wav,9,3
P5,Udio_energetic_14_crop.wav,6,9
P5,MusicGen_angry_9_crop.wav,5,8
P5,AudioLDM2_happy_6_crop.wav,6,3
P5,AudioLDM2_angry_6_crop.wav,9,7
P5,StableAudio_happy_7_crop.wav,7,8
P5,StableAudio_relaxed_14_crop.wav,8,2
P5,Mustango_angry_4_crop.wav,1,9
P5,AudioLDM2_excited_3_crop.wav,8,5
P5,AudioLDM2_dull_7_crop.wav,7,5
P5,Mustango_energetic_1_crop.wav,8,8
P5,AudioLDM2_relaxed_11_crop.wav,6,4
P5,StableAudio_scared_10_crop.wav,7,8
P5,Suno_excited_13_crop.wav,8,9
P5,Mustango_happy_8_crop.wav,4,6
P5,Udio_relaxed_11_crop.wav,4,3
P5,MusicGen_dull_13_crop.wav,6,7
P5,MusicGen_scared_11_crop.wav,6,3
P5,Mustango_excited_10_crop.wav,6,4
P5,Mustango_dull_10_crop.wav,3,3
P5,Suno_happy_4_crop.wav,7,6
P5,MusicGen_gloomy_11_crop.wav,3,1
P5,MusicGen_happy_13_crop.wav,9,8
P5,Udio_gloomy_9_crop.wav,6,7
P5,Mustango_anxious_10_crop.wav,6,3
P5,Suno_angry_5_crop.wav,7,9
P5,Suno_sad_5_crop.wav,6,3
P5,StableAudio_excited_3_crop.wav,6,3
P5,MusicGen_sad_13_crop.wav,3,4
P5,Udio_excited_6_crop.wav,8,9
P5,Suno_gloomy_11_crop.wav,7,4
P5,StableAudio_gloomy_10_crop.wav,3,7
P5,MusicGen_calm_9_crop.wav,2,9
P5,StableAudio_anxious_5_crop.wav,3,8
P5,AudioLDM2_sad_1_crop.wav,3,5
P5,AudioLDM2_energetic_9_crop.wav,2,8
P5,Suno_calm_5_crop.wav,8,2
P5,AudioLDM2_gloomy_12_crop.wav,9,7
P5,StableAudio_angry_4_crop.wav,1,9
P5,AudioLDM2_tranquil_13_crop.wav,3,2
P5,Udio_angry_5_crop.wav,9,8
P5,StableAudio_energetic_1_crop.wav,6,7
P5,MusicGen_tranquil_11_crop.wav,3,4
P5,Udio_tranquil_3_crop.wav,9,5
P5,AudioLDM2_scared_2_crop.wav,2,8
P5,StableAudio_tranquil_1_crop.wav,6,3
P5,StableAudio_dull_14_crop.wav,9,6
P5,MusicGen_excited_12_crop.wav,6,9
P6,MusicGen_energetic_1_crop.wav,5,4
P6,Suno_energetic_13_crop.wav,6,4
P6,Suno_scared_1_crop.wav,3,5
P6,AudioLDM2_angry_6_crop.wav,6,3
P6,MusicGen_gloomy_1_crop.wav,5,3
P6,MusicGen_sad_10_crop.wav,5,4
P6,AudioLDM2_dull_8_crop.wav,3,5
P6,Udio_angry_2_crop.wav,6,3
P6,StableAudio_tranquil_5_crop.wav,4,6
P6,Udio_relaxed_9_crop.wav,6,3
P6,Udio_tranquil_7_crop.wav,3,6
P6,Mustango_dull_1_crop.wav,5,2
P6,AudioLDM2_excited_13_crop.wav,2,6
P6,StableAudio_gloomy_2_crop.wav,6,3
P6,StableAudio_scared_12_crop.wav,3,6
P6,Udio_scared_12_crop.wav,6,3
P6,AudioLDM2_gloomy_11_crop.wav,5,2
P6,StableAudio_anxious_8_crop.wav,6,4
P6,Suno_gloomy_7_crop.wav,6,4
P6,Mustango_angry_3_crop.wav,6,3
P6,Suno_tranquil_8_crop.wav,6,3
P6,Udio_calm_9_crop.wav,4,6
P6,Mustango_excited_11_crop.wav,6,2
P6,Suno_happy_12_crop.wav,6,3
P6,Mustango_energetic_8_crop.wav,5,2
P6,Suno_angry_4_crop.wav,5,2
P6,StableAudio_relaxed_7_crop.wav,4,6
P6,Mustango_relaxed_13_crop.wav,6,3
P6,MusicGen_dull_7_crop.wav,4,6
P6,StableAudio_calm_3_crop.wav,3,5
P6,AudioLDM2_scared_14_crop.wav,7,3
P6,StableAudio_angry_5_crop.wav,6,2
P6,Mustango_scared_10_crop.wav,5,5
P6,Mustango_gloomy_11_crop.wav,4,6
P6,AudioLDM2_anxious_9_crop.wav,6,3
P6,Udio_energetic_2_crop.wav,4,6
P6,Suno_dull_4_crop.wav,6,2
P6,AudioLDM2_relaxed_11_crop.wav,4,6
P6,Mustango_tranquil_6_crop.wav,6,3
P6,Udio_anxious_11_crop.wav,4,6
P6,StableAudio_sad_8_crop.wav,6,2
P6,StableAudio_excited_9_crop.wav,3,6
P6,MusicGen_angry_12_crop.wav,6,8
P6,AudioLDM2_energetic_13_crop.wav,6,3
P6,Suno_sad_14_crop.wav,5,3
P6,MusicGen_happy_11_crop.wav,3,6
P6,Mustango_anxious_13_crop.wav,6,3
P6,MusicGen_anxious_12_crop.wav,5,2
P6,MusicGen_tranquil_13_crop.wav,4,6
P6,Udio_sad_1_crop.wav,7,3
P6,MusicGen_excited_4_crop.wav,4,6
P6,AudioLDM2_sad_11_crop.wav,6,3
P6,Udio_excited_7_crop.wav,5,3
P6,Suno_calm_5_crop.wav,3,6
P6,AudioLDM2_happy_13_crop.wav,6,4
P6,Mustango_calm_9_crop.wav,5,3
P7,Suno_energetic_9_crop.wav,5,5
P7,Udio_angry_13_crop.wav,4,6
P7,Mustango_energetic_3_crop.wav,6,3
P7,Udio_tranquil_6_crop.wav,5,5
P7,AudioLDM2_scared_14_crop.wav,1,1
P7,MusicGen_scared_1_crop.wav,1,1
P7,Mustango_dull_14_crop.wav,3,3
P7,StableAudio_angry_10_crop.wav,3,5
P7,StableAudio_gloomy_6_crop.wav,4,3
P7,Mustango_scared_12_crop.wav,3,2
P7,Udio_happy_13_crop.wav,2,3
P7,StableAudio_sad_9_crop.wav,4,3
P7,Udio_anxious_6_crop.wav,2,2
P7,Suno_gloomy_2_crop.wav,6,2
P7,Udio_relaxed_3_crop.wav,5,3
P7,Mustango_angry_9_crop.wav,6,2
P7,Suno_dull_6_crop.wav,5,3
P7,Suno_happy_7_crop.wav,5,2
P7,MusicGen_sad_6_crop.wav,5,3
P7,Udio_gloomy_6_crop.wav,4,6
P7,AudioLDM2_angry_3_crop.wav,2,3
P7,Mustango_excited_8_crop.wav,3,2
P7,AudioLDM2_gloomy_5_crop.wav,5,6
P7,MusicGen_dull_11_crop.wav,1,3
P7,StableAudio_dull_12_crop.wav,6,4
P7,Suno_angry_1_crop.wav,6,4
P7,Mustango_anxious_5_crop.wav,4,3
P7,Mustango_sad_5_crop.wav,6,4
P7,MusicGen_energetic_11_crop.wav,5,4
P7,Suno_tranquil_5_crop.wav,8,5
P7,Udio_scared_6_crop.wav,7,4
P7,Suno_sad_6_crop.wav,7,4
P7,MusicGen_happy_6_crop.wav,6,4
P7,AudioLDM2_sad_9_crop.wav,5,4
P7,StableAudio_relaxed_5_crop.wav,6,4
P7,MusicGen_angry_9_crop.wav,2,4
P7,AudioLDM2_anxious_11_crop.wav,3,4
P7,AudioLDM2_happy_4_crop.wav,2,4
P7,Udio_energetic_2_crop.wav,8,8
P7,Suno_anxious_4_crop.wav,7,6
P7,MusicGen_excited_8_crop.wav,6,6
P7,Suno_relaxed_11_crop.wav,7,6
P7,AudioLDM2_relaxed_2_crop.wav,8,6
P7,Suno_calm_9_crop.wav,7,5
P7,StableAudio_tranquil_5_crop.wav,6,4
P7,StableAudio_scared_13_crop.wav,5,4
P7,MusicGen_calm_5_crop.wav,3,2
P7,StableAudio_happy_10_crop.wav,6,5
P7,Mustango_relaxed_11_crop.wav,2,2
P7,Mustango_calm_6_crop.wav,1,1
P7,MusicGen_relaxed_4_crop.wav,2,4
P7,Mustango_tranquil_11_crop.wav,3,3
P7,Udio_sad_5_crop.wav,6,4
P7,MusicGen_gloomy_2_crop.wav,4,4
P7,Udio_calm_6_crop.wav,7,6
P7,AudioLDM2_tranquil_9_crop.wav,1,6
P8,Mustango_energetic_6_crop.wav,6,8
P8,Udio_happy_3_crop.wav,8,6
P8,MusicGen_excited_7_crop.wav,4,7
P8,AudioLDM2_gloomy_2_crop.wav,6,5
P8,StableAudio_anxious_10_crop.wav,4,3
P8,StableAudio_scared_2_crop.wav,6,7
P8,Udio_calm_8_crop.wav,7,2
P8,Udio_sad_3_crop.wav,6,5
P8,Mustango_anxious_2_crop.wav,5,4
P8,AudioLDM2_dull_4_crop.wav,6,3
P8,Suno_excited_2_crop.wav,7,6
P8,Udio_relaxed_6_crop.wav,5,3
P8,AudioLDM2_energetic_8_crop.wav,6,3
P8,Udio_excited_2_crop.wav,6,8
P8,StableAudio_calm_6_crop.wav,4,3
P8,StableAudio_relaxed_4_crop.wav,4,3
P8,Mustango_relaxed_1_crop.wav,3,3
P8,Mustango_scared_3_crop.wav,4,6
P8,StableAudio_excited_8_crop.wav,3,6
P8,Suno_gloomy_2_crop.wav,7,5
P8,MusicGen_happy_2_crop.wav,8,6
P8,Mustango_excited_10_crop.wav,8,5
P8,MusicGen_scared_1_crop.wav,2,6
P8,Suno_sad_1_crop.wav,7,1
P8,StableAudio_gloomy_1_crop.wav,6,2
P8,StableAudio_tranquil_4_crop.wav,3,2
P8,AudioLDM2_angry_12_crop.wav,4,8
P8,Suno_happy_3_crop.wav,8,5
P8,Mustango_calm_5_crop.wav,3,3
P8,StableAudio_dull_3_crop.wav,5,4
P8,StableAudio_energetic_12_crop.wav,6,3
P8,Udio_angry_13_crop.wav,3,9
P8,MusicGen_anxious_2_crop.wav,2,9
P8,AudioLDM2_calm_2_crop.wav,3,2
P8,AudioLDM2_sad_9_crop.wav,4,3
P8,Udio_energetic_2_crop.wav,6,6
P8,MusicGen_relaxed_7_crop.wav,3,3
P8,Suno_dull_6_crop.wav,6,5
P8,Mustango_tranquil_7_crop.wav,3,4
P8,StableAudio_happy_7_crop.wav,7,8
P8,Suno_relaxed_12_crop.wav,8,3
P8,Suno_scared_10_crop.wav,2,2
P8,MusicGen_tranquil_9_crop.wav,3,9
P8,StableAudio_sad_3_crop.wav,6,7
P8,AudioLDM2_tranquil_12_crop.wav,4,3
P8,Mustango_gloomy_13_crop.wav,2,5
P8,Suno_tranquil_4_crop.wav,4,1
P8,AudioLDM2_happy_3_crop.wav,6,6
P8,Udio_dull_6_crop.wav,7,1
P8,Suno_anxious_12_crop.wav,7,9
P8,MusicGen_sad_13_crop.wav,2,9
P8,Udio_scared_13_crop.wav,7,6
P8,AudioLDM2_anxious_6_crop.wav,5,8
P8,Suno_calm_1_crop.wav,3,1
P8,MusicGen_dull_7_crop.wav,4,9
P9,AudioLDM2_dull_12_crop.wav,3,1
P9,StableAudio_energetic_9_crop.wav,3,1
P9,Suno_sad_2_crop.wav,5,1
P9,MusicGen_angry_2_crop.wav,1,2
P9,AudioLDM2_sad_11_crop.wav,1,1
P9,Udio_dull_4_crop.wav,4,1
P9,AudioLDM2_tranquil_7_crop.wav,1,1
P9,Udio_sad_8_crop.wav,3,1
P9,StableAudio_happy_12_crop.wav,6,5
P9,MusicGen_excited_11_crop.wav,3,1
P9,AudioLDM2_energetic_14_crop.wav,1,1
P9,Udio_excited_3_crop.wav,5,8
P9,Suno_excited_7_crop.wav,6,9
P9,Suno_tranquil_2_crop.wav,3,1
P9,Mustango_anxious_4_crop.wav,1,1
P9,MusicGen_tranquil_8_crop.wav,1,1
P9,AudioLDM2_excited_12_crop.wav,3,2
P9,MusicGen_energetic_12_crop.wav,1,1
P9,Udio_energetic_3_crop.wav,5,8
P9,MusicGen_anxious_5_crop.wav,6,9
P9,Udio_scared_12_crop.wav,6,2
P9,MusicGen_calm_8_crop.wav,1,1
P9,AudioLDM2_scared_6_crop.wav,1,1
P9,AudioLDM2_anxious_12_crop.wav,1,1
P9,Suno_anxious_10_crop.wav,4,7
P9,StableAudio_anxious_8_crop.wav,3,2
P9,MusicGen_dull_14_crop.wav,1,1
P9,Udio_happy_2_crop.wav,5,2
P9,Suno_dull_14_crop.wav,1,1
P9,Mustango_relaxed_4_crop.wav,1,1
P9,Mustango_gloomy_14_crop.wav,1,1
P9,StableAudio_sad_12_crop.wav,1,4
P9,Suno_relaxed_8_crop.wav,6,2
P9,MusicGen_scared_11_crop.wav,1,5
P9,MusicGen_relaxed_14_crop.wav,3,2
P9,Mustango_angry_5_crop.wav,1,1
P9,Suno_calm_1_crop.wav,7,2
P9,MusicGen_happy_5_crop.wav,7,9
P9,Mustango_excited_12_crop.wav,4,6
P9,AudioLDM2_relaxed_9_crop.wav,1,1
P9,Mustango_scared_8_crop.wav,1,1
P9,Mustango_calm_3_crop.wav,1,3
P9,Udio_angry_4_crop.wav,7,9
P9,AudioLDM2_happy_6_crop.wav,3,1
P9,Udio_gloomy_2_crop.wav,7,8
P9,Udio_relaxed_6_crop.wav,1,1
P9,StableAudio_excited_14_crop.wav,4,6
P9,Suno_happy_8_crop.wav,7,3
P9,Udio_anxious_12_crop.wav,4,3
P9,AudioLDM2_calm_4_crop.wav,1,1
P9,Mustango_sad_12_crop.wav,1,1
P9,Mustango_tranquil_13_crop.wav,4,2
P9,Mustango_energetic_14_crop.wav,1,1
P9,Udio_tranquil_11_crop.wav,4,3
P9,MusicGen_sad_2_crop.wav,3,2
P9,MusicGen_gloomy_9_crop.wav,3,5
P10,MusicGen_tranquil_3_crop.wav,4,3
P10,Mustango_sad_9_crop.wav,5,2
P10,Udio_tranquil_2_crop.wav,4,3
P10,StableAudio_anxious_6_crop.wav,3,2
P10,StableAudio_relaxed_8_crop.wav,3,2
P10,Mustango_angry_5_crop.wav,1,6
P10,StableAudio_happy_13_crop.wav,5,6
P10,StableAudio_excited_2_crop.wav,4,7
P10,StableAudio_tranquil_6_crop.wav,6,7
P10,Suno_tranquil_9_crop.wav,8,6
P10,AudioLDM2_happy_14_crop.wav,4,4
P10,Mustango_excited_9_crop.wav,5,5
P10,MusicGen_dull_4_crop.wav,3,4
P10,Suno_energetic_10_crop.wav,7,7
P10,StableAudio_calm_3_crop.wav,6,7
P10,StableAudio_gloomy_4_crop.wav,5,6
P10,Mustango_relaxed_3_crop.wav,2,5
P10,Mustango_calm_8_crop.wav,4,5
P10,Suno_excited_7_crop.wav,4,7
P10,AudioLDM2_relaxed_14_crop.wav,4,3
P10,MusicGen_excited_3_crop.wav,1,7
P10,MusicGen_scared_7_crop.wav,1,5
P10,Mustango_dull_11_crop.wav,2,4
P10,StableAudio_energetic_1_crop.wav,6,7
P10,AudioLDM2_anxious_12_crop.wav,3,5
P10,Udio_anxious_12_crop.wav,6,7
P10,MusicGen_calm_10_crop.wav,7,7
P10,Udio_dull_9_crop.wav,3,3
P10,Udio_sad_6_crop.wav,3,6
P10,Suno_angry_11_crop.wav,4,6
P10,StableAudio_scared_2_crop.wav,5,6
P10,Udio_gloomy_3_crop.wav,5,6
P10,AudioLDM2_dull_14_crop.wav,3,4
P10,AudioLDM2_angry_9_crop.wav,1,4
P10,StableAudio_angry_7_crop.wav,5,8
P10,Udio_excited_6_crop.wav,7,7
P10,MusicGen_sad_7_crop.wav,2,4
P10,Suno_scared_3_crop.wav,7,4
P10,Suno_anxious_12_crop.wav,5,7
P10,Suno_relaxed_13_crop.wav,6,3
P10,AudioLDM2_excited_6_crop.wav,5,6
P10,Udio_angry_12_crop.wav,7,8
P10,AudioLDM2_gloomy_3_crop.wav,6,4
P10,Udio_scared_11_crop.wav,6,7
P10,MusicGen_gloomy_9_crop.wav,3,7
P10,Mustango_energetic_1_crop.wav,5,6
P10,Udio_energetic_11_crop.wav,7,7
P10,MusicGen_relaxed_4_crop.wav,2,5
P10,Udio_calm_12_crop.wav,6,3
P10,Suno_calm_3_crop.wav,6,3
P10,MusicGen_happy_11_crop.wav,5,6
P10,MusicGen_anxious_12_crop.wav,3,6
P10,Suno_gloomy_10_crop.wav,5,2
P10,Udio_happy_13_crop.wav,7,8
P10,AudioLDM2_sad_13_crop.wav,1,5
P11,AudioLDM2_excited_12_crop.wav,2,4
P11,AudioLDM2_angry_9_crop.wav,1,5
P11,Suno_dull_12_crop.wav,1,1
P11,StableAudio_energetic_3_crop.wav,1,2
P11,Suno_relaxed_6_crop.wav,5,5
P11,MusicGen_angry_10_crop.wav,1,2
P11,StableAudio_gloomy_7_crop.wav,2,5
P11,StableAudio_happy_6_crop.wav,4,3
P11,Mustango_sad_14_crop.wav,1,1
P11,Suno_scared_10_crop.wav,3,6
P11,Mustango_anxious_10_crop.wav,3,4
P11,MusicGen_dull_4_crop.wav,1,3
P11,Udio_excited_11_crop.wav,4,3
P11,Mustango_tranquil_3_crop.wav,2,3
P11,AudioLDM2_gloomy_9_crop.wav,5,7
P11,Suno_happy_4_crop.wav,6,6
P11,StableAudio_dull_4_crop.wav,2,2
P11,StableAudio_sad_12_crop.wav,4,6
P11,MusicGen_energetic_14_crop.wav,7,7
P11,AudioLDM2_happy_13_crop.wav,4,3
P11,Mustango_angry_11_crop.wav,1,4
P11,StableAudio_calm_14_crop.wav,4,3
P11,AudioLDM2_sad_11_crop.wav,3,5
